# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715893.18406 -0.000618 0.002475 -0.000611 0.825346 -0.032048 0.561881 0.045467 0.0014806362 -0.0000002071 0.0000035096 0.0014755122 -0.0000001413 0.0014779027 0.0074321788 0.0000002717 0.0000028868 0.0074392235 -0.0000059885 0.0015396224
1403715893.23406 -0.000514 0.002690 -0.001026 0.825029 -0.032057 0.562349 0.045423 0.0015524554 -0.0000002227 0.0000037660 0.0015469691 -0.0000001520 0.0015495386 0.0094652428 0.0000003998 0.0000030874 0.0094756538 -0.0000074964 0.0016299158
1403715893.28406 0.000002 0.003072 -0.001261 0.824908 -0.032017 0.562547 0.045185 0.0016292791 -0.0000002375 0.0000040206 0.0016234264 -0.0000001620 0.0016261703 0.0119683421 0.0000005693 0.0000017222 0.0119832468 -0.0000098568 0.0017293250
1403715893.33406 0.000498 0.003507 -0.001440 0.824347 -0.032121 0.563377 0.045015 0.0017110886 -0.0000002547 0.0000042803 0.0017048836 -0.0000001741 0.0017078144 0.0150148265 0.0000007918 -0.0000000392 0.0150356139 -0.0000128694 0.0018384246
1403715893.38406 0.001172 0.004011 -0.001620 0.824119 -0.032087 0.563713 0.045002 0.0017979065 -0.0000002699 0.0000045365 0.0017913407 -0.0000001843 0.0017944489 0.0186856706 0.0000010764 -0.0000032032 0.0187140161 -0.0000167471 0.0019578295
1403715893.43406 0.002194 0.004559 -0.000874 0.823355 -0.032184 0.564856 0.044594 0.0018897045 -0.0000002875 0.0000047998 0.0018827980 -0.0000001970 0.0018861019 0.0230803641 0.0000014344 -0.0000090971 0.0231183038 -0.0000215347 0.0020881931
1403715893.48406 0.003112 0.005391 0.002050 0.819852 -0.031790 0.570071 0.043014 0.0019863947 -0.0000002977 0.0000050996 0.0019792549 -0.0000002086 0.0019828499 0.0283162352 0.0000018901 -0.0000157179 0.0283662483 -0.0000289233 0.0022302057
1403715893.53406 0.004240 0.006992 0.006115 0.814646 -0.031628 0.577689 0.040342 0.0020879785 -0.0000003059 0.0000054200 0.0020807113 -0.0000002212 0.0020846386 0.0344952550 0.0000024614 -0.0000252013 0.0345601869 -0.0000431264 0.0023846097
1403715893.58406 0.006088 0.009111 0.011208 0.809820 -0.031828 0.584574 0.038102 0.0021944971 -0.0000003067 0.0000057349 0.0021871630 -0.0000002260 0.0021913573 0.0417382248 0.0000031508 -0.0000423304 0.0418213694 -0.0000641622 0.0025521879
1403715893.63406 0.007592 0.012092 0.016958 0.805505 -0.033013 0.590625 0.035125 0.0023059258 -0.0000003058 0.0000060455 0.0022986071 -0.0000002223 0.0023029686 0.0501713886 0.0000040086 -0.0000595628 0.0502765437 -0.0000968209 0.0027337477
1403715893.68406 0.008630 0.015576 0.022568 0.803681 -0.033606 0.593207 0.032772 0.0024223585 -0.0000002729 0.0000063375 0.0024150366 -0.0000001778 0.0024193992 0.0599210425 0.0000050612 -0.0000749160 0.0600525090 -0.0001403159 0.0029301261
1403715893.73406 0.009399 0.018999 0.028967 0.803156 -0.034720 0.593969 0.030587 0.0025438075 -0.0000002355 0.0000066233 0.0025364524 -0.0000001194 0.0025407431 0.0711576316 0.0000063218 -0.0000894083 0.0713203897 -0.0001903574 0.0031421805
1403715893.78406 0.009467 0.022690 0.036170 0.803696 -0.034888 0.593238 0.030410 0.0026702934 -0.0000001764 0.0000069019 0.0026628599 -0.0000000347 0.0026670306 0.0840492263 0.0000078694 -0.0000967488 0.0842489476 -0.0002514965 0.0033708312
1403715893.83406 0.009214 0.026971 0.043481 0.806296 -0.033717 0.589682 0.032030 0.0028019153 -0.0000000972 0.0000071548 0.0027942677 0.0000000691 0.0027982559 0.0987579958 0.0000097739 -0.0000997776 0.0990008789 -0.0003298341 0.0036170925
1403715893.88406 0.008425 0.031467 0.050805 0.810102 -0.034290 0.584408 0.032018 0.0029386944 -0.0000000639 0.0000073810 0.0029306866 0.0000001188 0.0029344932 0.1154714775 0.0000120793 -0.0000938344 0.1157645117 -0.0004225776 0.0038819387
1403715893.93406 -0.030507 0.032263 0.058517 0.810610 -0.034945 0.583660 0.032118 0.0029865548 0.0001307052 -0.0002560641 0.0009246303 0.0005589977 0.0016708480 0.0363041064 0.0373653186 -0.0013607944 0.0468643846 -0.0006495527 0.0041098365
1403715893.98406 -0.041202 0.043405 0.069921 0.813703 -0.037202 0.578785 0.038884 0.0025914880 0.0000111140 -0.0007407943 0.0003615381 -0.0000080610 0.0004654797 0.0019938130 0.0008573242 -0.0002418130 0.0084569904 0.0003681802 0.0037410624
1403715894.03406 -0.042187 0.043675 0.066729 0.817805 -0.037371 0.573133 0.036295 0.0016125838 0.0000488203 -0.0004676532 0.0002487675 -0.0000104288 0.0002135312 0.0016043488 0.0000132957 -0.0003747691 0.0040596705 -0.0003233412 0.0027822345
