# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715893.18406 -0.000618 0.002475 -0.000611 0.825346 -0.032048 0.561881 0.045467 0.0014806362 -0.0000002071 0.0000035096 0.0014755122 -0.0000001413 0.0014779027 0.0074321788 0.0000002717 0.0000028868 0.0074392235 -0.0000059885 0.0015396224
1403715893.23406 -0.000514 0.002690 -0.001026 0.825029 -0.032057 0.562349 0.045423 0.0015524554 -0.0000002227 0.0000037660 0.0015469691 -0.0000001520 0.0015495386 0.0094652428 0.0000003998 0.0000030874 0.0094756538 -0.0000074964 0.0016299158
1403715893.28406 0.000002 0.003072 -0.001261 0.824908 -0.032017 0.562547 0.045185 0.0016292791 -0.0000002375 0.0000040206 0.0016234264 -0.0000001620 0.0016261703 0.0119683421 0.0000005693 0.0000017222 0.0119832468 -0.0000098568 0.0017293250
1403715893.33406 0.000498 0.003507 -0.001440 0.824347 -0.032121 0.563377 0.045015 0.0017110886 -0.0000002547 0.0000042803 0.0017048836 -0.0000001741 0.0017078144 0.0150148265 0.0000007918 -0.0000000392 0.0150356139 -0.0000128694 0.0018384246
1403715893.38406 -0.002006 -0.002119 0.001351 0.823529 -0.033086 0.564647 0.043335 0.0013261581 0.0000267490 -0.0002771182 0.0001122450 -0.0000055045 0.0001860435 0.0013807387 -0.0001480686 -0.0000448742 0.0022472278 -0.0000079176 0.0017288513
1403715893.43406 -0.002099 -0.003921 0.002809 0.822907 -0.032796 0.565642 0.042392 0.0009735577 0.0000309442 -0.0003176114 0.0000829512 -0.0000028935 0.0001588318 0.0012112141 -0.0000290409 -0.0000623601 0.0013756052 -0.0000038872 0.0016363097
1403715893.53406 -0.002362 0.001427 0.011584 0.814146 -0.032916 0.578374 0.039581 0.0009689087 0.0000312635 -0.0002991497 0.0000823015 -0.0000000688 0.0001340063 0.0011745979 -0.0000002458 -0.0000288333 0.0013599452 0.0000163773 0.0016737566
1403715893.58406 -0.000737 0.010123 0.010022 0.808557 -0.034126 0.586285 0.036619 0.0009521235 0.0000277911 -0.0002921370 0.0000650384 -0.0000029656 0.0001184408 0.0011598750 0.0000102512 -0.0000073659 0.0013026680 0.0000282545 0.0015576007
1403715893.63406 0.000222 0.014995 0.008750 0.803466 -0.035823 0.593255 0.034746 0.0009556870 0.0000186040 -0.0002810923 0.0000621001 -0.0000015723 0.0001062109 0.0011536574 0.0000155841 0.0000107192 0.0013017483 0.0000359073 0.0015293554
1403715893.68406 -0.000140 0.020664 0.010032 0.800866 -0.036873 0.596778 0.033329 0.0009485592 0.0000091840 -0.0002770702 0.0000514339 -0.0000016665 0.0000979809 0.0011414564 0.0000087128 0.0000274936 0.0012591824 0.0000135764 0.0014746059
1403715893.73406 -0.002490 0.019433 0.009718 0.799499 -0.037314 0.598773 0.029658 0.0009466010 0.0000071654 -0.0002738465 0.0000383428 -0.0000013008 0.0000952931 0.0011338842 0.0000123161 0.0000393942 0.0012334872 0.0000243324 0.0013912681
1403715893.78406 -0.001372 0.034580 0.040146 0.801199 -0.038756 0.596266 0.032331 0.0009369190 0.0000041898 -0.0002716752 0.0000211786 -0.0000017367 0.0000917426 0.0011021913 0.0000125312 0.0000395356 0.0011403833 0.0000128545 0.0012008029
1403715893.83406 -0.004802 0.035819 0.045556 0.803651 -0.037421 0.592961 0.033787 0.0009301259 0.0000112575 -0.0002828066 0.0000216311 -0.0000038859 0.0000990875 0.0010995655 0.0000175769 0.0000447667 0.0011419340 0.0000102940 0.0012076510
1403715893.88406 -0.008201 0.039504 0.053785 0.807598 -0.038042 0.587528 0.033902 0.0009237914 0.0000112304 -0.0002934843 0.0000217385 -0.0000039100 0.0001064397 0.0010975663 0.0000229332 0.0000504474 0.0011464080 0.0000080487 0.0012149196
1403715893.93406 -0.012292 0.039393 0.058942 0.809357 -0.037820 0.585133 0.033612 0.0009161000 0.0000080873 -0.0002989271 0.0000186724 -0.0000026139 0.0001106448 0.0010938485 0.0000232210 0.0000538215 0.0011195063 -0.0000050559 0.0012076088
1403715893.98406 -0.016382 0.045761 0.064802 0.812685 -0.038575 0.580424 0.034101 0.0009099175 0.0000092245 -0.0003071791 0.0000179718 -0.0000032319 0.0001166966 0.0010916326 0.0000242885 0.0000585546 0.0011215436 -0.0000046512 0.0012070176
1403715894.03406 -0.020703 0.051660 0.073158 0.817060 -0.039589 0.574178 0.034124 0.0009016606 0.0000091466 -0.0003185609 0.0000180834 -0.0000034953 0.0001256342 0.0010919275 0.0000274672 0.0000628658 0.0011259991 -0.0000026540 0.0012099691
1403715894.08406 -0.021927 0.057545 0.086326 0.822318 -0.039760 0.566559 0.034974 0.0008901473 0.0000108117 -0.0003314496 0.0000166685 -0.0000042894 0.0001363680 0.0010876673 0.0000261997 0.0000617733 0.0011244730 -0.0000064484 0.0011992688
