# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413393216.55576 -0.009360 -0.006442 0.001285 -0.801495 -0.008505 -0.597855 0.010097 0.0014692411 0.0000000004 0.0000000001 0.0014692444 0.0000000002 0.0014692411 0.0070931038 -0.0000000653 0.0000235981 0.0070931474 0.0000155522 0.0015249065
1413393216.60576 -0.011181 -0.007792 0.000795 -0.801674 -0.007228 -0.597629 0.010345 0.0015402404 0.0000000014 0.0000000000 0.0015402456 0.0000000001 0.0015402399 0.0090457939 -0.0000000963 0.0000326795 0.0090458532 0.0000218930 0.0016140185
1413393216.65576 -0.012751 -0.009055 0.001135 -0.800995 -0.006964 -0.598556 0.009453 0.0016162395 0.0000000027 -0.0000000001 0.0016162461 -0.0000000001 0.0016162383 0.0114602379 -0.0000001307 0.0000427298 0.0114603064 0.0000294294 0.0017122114
1413393216.70576 -0.014956 -0.010399 0.002348 -0.800301 -0.007371 -0.599515 0.006804 0.0016972396 0.0000000039 0.0000000002 0.0016972454 0.0000000000 0.0016972365 0.0144129136 -0.0000001782 0.0000570638 0.0144130110 0.0000385181 0.0018200881
1413393216.75576 -0.003837 -0.000434 0.001058 -0.802704 -0.008202 -0.596320 0.000910 0.0010339918 0.0000121724 -0.0002171497 0.0000738423 0.0000153203 0.0001551482 0.0012906989 0.0001041859 -0.0001242061 0.0013581037 -0.0001067147 0.0014062395
1413393216.80576 -0.005737 -0.002517 0.006333 0.802070 0.008662 0.597165 0.001264 0.0010173732 0.0000091663 -0.0002307935 0.0000744523 0.0000073256 0.0001446860 0.0012790025 0.0000776188 -0.0001175998 0.0013345773 -0.0000928089 0.0014267617
1413393216.85576 -0.005651 -0.001237 0.010536 0.801618 0.008901 0.597757 0.003988 0.0009758368 0.0000131467 -0.0002384821 0.0000509303 0.0000016139 0.0001309872 0.0012182651 0.0000414178 -0.0000892524 0.0012717171 -0.0000625887 0.0013676261
1413393216.90576 -0.006424 -0.001947 0.015411 0.800379 0.008870 0.599404 0.005420 0.0009529620 0.0000244438 -0.0002453633 0.0000470849 0.0000023266 0.0001153978 0.0011848298 0.0000257018 -0.0000447383 0.0012455843 -0.0000234243 0.0012851609
1413393216.95576 -0.008074 -0.002518 0.021741 0.800630 0.010187 0.599011 0.008580 0.0009317233 0.0000282025 -0.0002534902 0.0000350317 -0.0000036817 0.0001049524 0.0011651095 0.0000175884 -0.0000349779 0.0012126376 -0.0000162937 0.0012198692
1413393217.00576 -0.010562 -0.002324 0.029068 0.801074 0.009921 0.598388 0.010635 0.0009166419 0.0000329552 -0.0002598662 0.0000303257 -0.0000040676 0.0001010025 0.0011456640 0.0000282648 -0.0000189338 0.0011866014 -0.0000162952 0.0011524182
1413393217.05576 -0.009040 -0.003335 0.033358 0.802042 0.009637 0.597094 0.010707 0.0009082180 0.0000323046 -0.0002639169 0.0000270087 -0.0000058535 0.0001010779 0.0011321652 0.0000365353 -0.0000130581 0.0011605994 -0.0000186120 0.0011332423
1413393217.10576 -0.014808 -0.003269 0.041836 0.802065 0.009335 0.597073 0.010415 0.0008775078 0.0000272052 -0.0002625788 0.0000143525 -0.0000071036 0.0000923369 0.0010545911 0.0000221916 -0.0000073210 0.0010539878 -0.0000010343 0.0010461635
1413393217.15576 -0.017709 0.000353 0.055786 0.802888 0.007984 0.595984 0.010547 0.0008640177 0.0000252309 -0.0002614527 0.0000141829 -0.0000066617 0.0000928788 0.0010505423 0.0000207537 -0.0000060507 0.0010515731 -0.0000014475 0.0010426670
1413393217.25576 -0.027349 0.007710 0.082497 0.803111 0.008158 0.595658 0.011768 0.0008564751 0.0000263051 -0.0002610174 0.0000143832 -0.0000070811 0.0000933918 0.0010464679 0.0000198916 -0.0000024175 0.0010513877 -0.0000016831 0.0010387900
1413393217.30576 -0.033110 0.011772 0.093551 0.803219 0.007775 0.595494 0.012919 0.0008386765 0.0000271106 -0.0002552830 0.0000142135 -0.0000075553 0.0000912796 0.0010431269 0.0000184393 -0.0000001099 0.0010497942 -0.0000008189 0.0010352545
1413393217.35576 -0.039463 0.017884 0.104556 0.803641 0.008591 0.594931 0.011979 0.0008147022 0.0000255262 -0.0002484870 0.0000139215 -0.0000072843 0.0000891313 0.0010403208 0.0000172983 0.0000028090 0.0010488754 0.0000005429 0.0010328763
1413393217.40576 -0.048199 0.025132 0.111010 0.804210 0.006618 0.594150 0.013717 0.0008114788 0.0000261236 -0.0002494489 0.0000140116 -0.0000075607 0.0000900856 0.0010401028 0.0000181138 0.0000037791 0.0010503710 0.0000009437 0.0010322160
1413393217.45576 -0.057593 0.032132 0.117681 0.804808 0.005309 0.593330 0.014663 0.0008069249 0.0000265341 -0.0002494355 0.0000139105 -0.0000078107 0.0000904733 0.0010392695 0.0000190125 0.0000037865 0.0010515263 0.0000017631 0.0010315576
1413393217.50576 -0.067718 0.037824 0.125252 0.805170 0.004845 0.592833 0.015045 0.0008031707 0.0000268402 -0.0002482745 0.0000138038 -0.0000079855 0.0000898507 0.0010400066 0.0000201947 0.0000049536 0.0010530067 0.0000029987 0.0010314690
1413393217.55576 -0.076253 0.045808 0.133618 0.805346 0.004358 0.592587 0.015478 0.0008005706 0.0000260738 -0.0002467653 0.0000131415 -0.0000080372 0.0000887091 0.0010391469 0.0000206116 0.0000045707 0.0010538583 0.0000034413 0.0010274775
1413393217.60576 -0.086989 0.054482 0.138621 0.805305 0.004853 0.592631 0.015769 0.0007994181 0.0000267633 -0.0002461784 0.0000131545 -0.0000082320 0.0000883799 0.0010394852 0.0000217639 0.0000045377 0.0010558327 0.0000039637 0.0010268190
1413393217.65576 -0.096785 0.064803 0.146833 0.805495 0.006394 0.592389 0.014585 0.0007966644 0.0000259389 -0.0002453326 0.0000128688 -0.0000080587 0.0000878907 0.0010394901 0.0000226991 0.0000043856 0.0010565199 0.0000033330 0.0010247200
1413393217.70576 -0.109011 0.075489 0.152962 0.805496 0.006307 0.592374 0.015133 0.0007952187 0.0000261763 -0.0002451174 0.0000127162 -0.0000081232 0.0000879047 0.0010401756 0.0000246534 0.0000044978 0.0010578032 0.0000033978 0.0010246862
1413393217.75576 -0.120664 0.089828 0.171876 0.805728 0.010942 0.592059 0.012221 0.0007866322 0.0000257534 -0.0002415632 0.0000120737 -0.0000080813 0.0000860455 0.0010348775 0.0000224526 0.0000003937 0.0010468555 0.0000012371 0.0010179030
1413393217.80576 -0.132541 0.103352 0.182293 0.805932 0.011001 0.591789 0.011768 0.0007846927 0.0000248898 -0.0002415859 0.0000120434 -0.0000078404 0.0000862719 0.0010367837 0.0000246973 0.0000004026 0.0010499321 0.0000009755 0.0010180570
1413393217.85576 -0.145367 0.118832 0.194461 0.806103 0.011470 0.591574 0.010324 0.0007784889 0.0000229469 -0.0002398306 0.0000119142 -0.0000072457 0.0000857719 0.0010387161 0.0000271635 0.0000003203 0.0010522142 0.0000009671 0.0010181837
1413393217.90576 -0.157301 0.132585 0.208279 0.806000 0.012626 0.591715 0.008882 0.0007734157 0.0000222048 -0.0002376983 0.0000118889 -0.0000069966 0.0000849641 0.0010420148 0.0000303869 0.0000006478 0.0010561202 0.0000014055 0.0010186554
1413393217.95576 -0.170588 0.149244 0.222793 0.805433 0.012225 0.592495 0.008837 0.0007660381 0.0000215681 -0.0002345352 0.0000117926 -0.0000067744 0.0000837078 0.0010453558 0.0000334004 0.0000007492 0.0010590946 0.0000017714 0.0010189306
1413393218.00576 -0.183717 0.164588 0.237511 0.805638 0.011332 0.592250 0.007714 0.0007644579 0.0000194180 -0.0002347946 0.0000117050 -0.0000061321 0.0000840507 0.0010498360 0.0000371114 0.0000008494 0.0010642621 0.0000017764 0.0010193780
1413393218.05576 -0.196962 0.180109 0.249684 0.805524 0.010675 0.592454 0.003947 0.0007599465 0.0000141386 -0.0002328545 0.0000114560 -0.0000044836 0.0000832911 0.0010545329 0.0000409669 0.0000009571 0.0010689378 0.0000019846 0.0010198427
1413393218.10576 -0.209986 0.198982 0.261587 0.805836 0.006606 0.592099 0.002084 0.0007529855 0.0000077924 -0.0002317532 0.0000112315 -0.0000025528 0.0000832717 0.0010591988 0.0000441437 0.0000007109 0.0010724268 0.0000016412 0.0010201671
1413393218.15576 -0.222537 0.217536 0.271508 -0.805986 -0.002623 -0.591922 0.002729 0.0007422146 -0.0000016389 -0.0002288292 0.0000110719 0.0000003747 0.0000824929 0.0010638193 0.0000474198 0.0000002965 0.0010758848 0.0000020510 0.0010206956
1413393218.20576 -0.235482 0.236510 0.278039 -0.805754 0.002547 -0.592198 0.007510 0.0007352322 -0.0000117832 -0.0002264646 0.0000112502 0.0000035487 0.0000817098 0.0010706478 0.0000520243 0.0000003563 0.0010807602 0.0000028982 0.0010215292
1413393218.25576 -0.247646 0.254154 0.281314 -0.806285 0.009707 -0.591331 0.011743 0.0007149658 -0.0000221212 -0.0002222327 0.0000116818 0.0000068340 0.0000810294 0.0010759927 0.0000555392 0.0000003073 0.0010834054 0.0000037725 0.0010218677
1413393218.30576 -0.260747 0.270921 0.282228 -0.807178 0.015474 -0.589918 0.014864 0.0007026283 -0.0000304975 -0.0002213868 0.0000123050 0.0000096049 0.0000817413 0.0010816102 0.0000597560 0.0000002184 0.0010885339 0.0000042621 0.0010223202
1413393218.35576 -0.266856 0.290592 0.279771 -0.807393 0.019732 -0.589571 0.011562 0.0006538243 -0.0000279658 -0.0002074251 0.0000119522 0.0000088734 0.0000776691 0.0010812351 0.0000598651 -0.0000001505 0.0010813030 0.0000027509 0.0010188619
1413393218.40576 -0.281634 0.302418 0.278162 -0.806995 0.016240 -0.590283 0.007797 0.0006482887 -0.0000212565 -0.0002045696 0.0000114571 0.0000066818 0.0000764228 0.0010867887 0.0000647693 -0.0000002056 0.0010877507 0.0000029743 0.0010193357
1413393218.45576 -0.295898 0.315209 0.274164 -0.806857 0.013312 -0.590593 0.002144 0.0006388925 -0.0000127399 -0.0002014998 0.0000109991 0.0000039791 0.0000753853 0.0010923516 0.0000689767 -0.0000004194 0.0010919595 0.0000026161 0.0010191786
1413393218.50576 -0.309853 0.327482 0.269340 0.806388 -0.009982 0.591292 0.003465 0.0006354403 -0.0000043899 -0.0001994738 0.0000107658 0.0000013128 0.0000744163 0.0010979996 0.0000741141 -0.0000004853 0.0010979992 0.0000024324 0.0010193001
1413393218.55576 -0.323515 0.342106 0.265036 0.806088 -0.008059 0.591656 0.010060 0.0006290144 0.0000039516 -0.0001970266 0.0000107460 -0.0000013350 0.0000734570 0.0011032017 0.0000786483 -0.0000005005 0.0011026331 0.0000018264 0.0010191334
1413393218.60576 -0.339873 0.352792 0.262039 0.805348 -0.004429 0.592649 0.012734 0.0006220687 0.0000097178 -0.0001933080 0.0000108561 -0.0000031218 0.0000717346 0.0011087811 0.0000841332 -0.0000002083 0.0011084021 0.0000016300 0.0010191122
1413393218.65576 -0.355693 0.362968 0.257815 0.804872 -0.002541 0.593264 0.014579 0.0006091406 0.0000131523 -0.0001886475 0.0000109780 -0.0000041782 0.0000700184 0.0011138104 0.0000883756 -0.0000000666 0.0011123502 0.0000011949 0.0010188797
1413393218.70576 -0.369462 0.377394 0.255619 0.804863 -0.004722 0.593220 0.016237 0.0005788093 0.0000129582 -0.0001795835 0.0000109384 -0.0000041514 0.0000672144 0.0011154840 0.0000890896 -0.0000001434 0.0011130451 0.0000009028 0.0010189332
1413393218.75576 -0.383735 0.391469 0.253159 0.806023 -0.005433 0.591581 0.018130 0.0004953148 0.0000127984 -0.0001559395 0.0000109078 -0.0000041748 0.0000605541 0.0011096798 0.0000833514 -0.0000004215 0.0011072945 0.0000005903 0.0010188870
1413393218.80576 -0.401582 0.403129 0.251058 0.809110 -0.004611 0.587429 0.015702 0.0004367651 0.0000108249 -0.0001425798 0.0000107951 -0.0000036818 0.0000580464 0.0011070169 0.0000792256 0.0000002251 0.0011035405 0.0000013463 0.0010190225
1413393218.85576 -0.417492 0.413726 0.249636 0.814104 -0.008105 0.580544 0.011781 0.0004000139 0.0000060747 -0.0001381330 0.0000105689 -0.0000022022 0.0000592914 0.0011073971 0.0000785794 0.0000003082 0.0011015504 0.0000014285 0.0010189498
1413393218.90576 -0.431504 0.427836 0.248921 0.819075 -0.011729 0.573494 0.009061 0.0003595633 0.0000026011 -0.0001313362 0.0000104424 -0.0000010215 0.0000596849 0.0011067932 0.0000753734 0.0000001253 0.0010966215 0.0000012637 0.0010189987
1413393218.95576 -0.444229 0.438957 0.249177 0.823348 -0.014093 0.567321 0.006773 0.0002801057 0.0000002298 -0.0001075459 0.0000102508 -0.0000001504 0.0000530747 0.0010891091 0.0000612189 0.0000006623 0.0010834886 0.0000021034 0.0010188121
1413393219.00576 -0.456444 0.453177 0.249920 0.825978 -0.017376 0.563400 0.006222 0.0002549981 -0.0000009648 -0.0001009035 0.0000101680 0.0000003388 0.0000517771 0.0010885968 0.0000587063 0.0000005177 0.0010805277 0.0000020020 0.0010190504
1413393219.05576 -0.466515 0.467209 0.251946 0.827416 -0.020047 0.561206 0.005385 0.0002361996 -0.0000020942 -0.0000949183 0.0000100836 0.0000008234 0.0000500151 0.0010876698 0.0000572599 0.0000003165 0.0010792530 0.0000019429 0.0010192423
1413393219.10576 -0.476242 0.479692 0.255370 0.827156 -0.020831 0.561555 0.005864 0.0002202277 -0.0000017724 -0.0000886099 0.0000099331 0.0000007140 0.0000474856 0.0010870425 0.0000556088 0.0000003696 0.0010771940 0.0000020875 0.0010194377
1413393219.15576 -0.483724 0.492152 0.259364 0.826467 -0.022175 0.562516 0.005970 0.0002066518 -0.0000017978 -0.0000826472 0.0000098045 0.0000007501 0.0000448283 0.0010871208 0.0000543428 0.0000001292 0.0010757382 0.0000020293 0.0010196593
1413393219.20576 -0.488725 0.504135 0.264068 0.826007 -0.023413 0.563138 0.006321 0.0001945278 -0.0000017532 -0.0000774381 0.0000096528 0.0000007674 0.0000425432 0.0010866115 0.0000532779 -0.0000001996 0.0010744774 0.0000019726 0.0010198837
1413393219.25576 -0.493000 0.515245 0.269532 0.824994 -0.023731 0.564605 0.006572 0.0001811756 -0.0000013999 -0.0000713097 0.0000094882 0.0000006520 0.0000397013 0.0010839392 0.0000513798 -0.0000005066 0.0010725400 0.0000018792 0.0010200806
1413393219.30576 -0.496078 0.525821 0.275518 0.824221 -0.024258 0.565709 0.006671 0.0001704048 -0.0000011121 -0.0000666415 0.0000093278 0.0000005678 0.0000376354 0.0010827961 0.0000498084 -0.0000007481 0.0010706568 0.0000018620 0.0010202658
1413393219.35576 -0.498794 0.535922 0.281248 0.823991 -0.024243 0.566047 0.006396 0.0001525335 -0.0000010229 -0.0000594181 0.0000091621 0.0000005606 0.0000346686 0.0010734848 0.0000453575 -0.0000006944 0.0010670751 0.0000017499 0.0010203924
1413393219.40576 -0.504423 0.544720 0.287591 0.823518 -0.023498 0.566788 0.004202 0.0001373074 -0.0000013593 -0.0000528334 0.0000090701 0.0000007125 0.0000317784 0.0010665608 0.0000419791 -0.0000005530 0.0010644720 0.0000017296 0.0010205125
1413393219.45576 -0.507439 0.552766 0.292191 0.822712 -0.022357 0.568006 0.003838 0.0001248816 -0.0000012925 -0.0000473567 0.0000089822 0.0000006961 0.0000293349 0.0010611968 0.0000389160 -0.0000004938 0.0010620427 0.0000016073 0.0010206098
1413393219.50576 -0.509720 0.560197 0.294443 0.821895 -0.020758 0.569251 0.003365 0.0001164428 -0.0000012307 -0.0000434991 0.0000089076 0.0000006814 0.0000275633 0.0010583506 0.0000369337 -0.0000006251 0.0010604059 0.0000014973 0.0010207558
1413393219.55576 -0.515200 0.565315 0.292695 0.820418 -0.016966 0.571511 0.001126 0.0001035053 -0.0000013784 -0.0000379896 0.0000087675 0.0000007437 0.0000251558 0.0010526476 0.0000333442 -0.0000011756 0.0010558120 0.0000009291 0.0010204681
1413393219.60576 -0.519601 0.568032 0.290718 -0.819078 0.013001 -0.573534 0.000830 0.0000955639 -0.0000013398 -0.0000343342 0.0000086877 0.0000007240 0.0000234660 0.0010494691 0.0000309743 -0.0000012544 0.0010534192 0.0000006863 0.0010203205
