# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413393889.70576 0.005248 -0.003478 0.008493 -0.825423 -0.008106 -0.564452 0.002133 0.0014670221 0.0000000500 0.0000031729 0.0014622907 0.0000000236 0.0014641854 0.0071224701 -0.0000000641 -0.0000106201 0.0071282128 0.0000091630 0.0015227396
1413393889.75576 0.006713 -0.004831 0.016897 0.828600 0.010217 0.559742 0.002350 0.0015378179 0.0000000972 0.0000033786 0.0015327769 0.0000000617 0.0015346457 0.0091317171 -0.0000000893 -0.0000165132 0.0091403974 0.0000147739 0.0016113218
1413393889.80576 0.009488 -0.005903 0.029884 0.830255 0.011891 0.557222 0.006248 0.0016135388 0.0000001550 0.0000036037 0.0016082502 0.0000001207 0.0016100973 0.0116460450 -0.0000001152 -0.0000286061 0.0116587898 0.0000207760 0.0017089362
1413393889.85576 0.013715 -0.006398 0.047092 0.831826 0.015160 0.554704 0.011800 0.0016942116 0.0000002507 0.0000038360 0.0016887037 0.0000002248 0.0016905086 0.0147518900 -0.0000001482 -0.0000498496 0.0147701378 0.0000256159 0.0018161777
1413393889.90576 0.059908 0.029082 0.048481 0.832524 0.016625 0.553436 0.018313 0.0011737917 0.0001204330 -0.0002728848 0.0001495975 0.0000158387 0.0002714772 0.0015729536 0.0002741797 -0.0000344757 0.0018070901 -0.0000729044 0.0016262037
1413393889.95576 0.041275 0.011959 0.077800 0.827671 0.022106 0.560361 0.021638 0.0009745247 0.0000838766 -0.0003052872 0.0001085872 0.0000050785 0.0002526982 0.0014071735 0.0001426941 -0.0000295262 0.0013775345 -0.0000608195 0.0015959908
1413393890.00576 0.047381 0.019546 0.128856 0.824554 0.024722 0.564422 0.030461 0.0009536293 0.0000841303 -0.0003124360 0.0000959961 0.0000028965 0.0002140692 0.0013560158 0.0001302426 0.0000013080 0.0013592594 -0.0000570772 0.0015710715
1413393890.05576 0.053744 0.023875 0.167145 0.821574 0.025012 0.568740 0.030421 0.0009403271 0.0000747568 -0.0003034860 0.0000814460 -0.0000112022 0.0001914832 0.0013190454 0.0000911426 0.0000023725 0.0013082942 -0.0000573526 0.0015666609
1413393890.10576 0.062648 0.038882 0.197515 0.818327 0.022131 0.573563 0.029617 0.0009354506 0.0000696553 -0.0003035070 0.0000848794 -0.0000034416 0.0001866229 0.0013361295 0.0001176645 0.0000203699 0.0013165671 -0.0000555718 0.0016134962
1413393890.15576 0.058274 0.054110 0.200095 0.813129 0.013055 0.581469 0.023323 0.0009229906 0.0000558060 -0.0002929417 0.0000638025 -0.0000083901 0.0001576992 0.0012444776 0.0000657864 0.0000224924 0.0012556470 -0.0000569377 0.0015814099
1413393890.20576 0.065525 0.056033 0.232978 0.811645 0.010485 0.583809 0.017006 0.0009183393 0.0000421956 -0.0002886263 0.0000608667 0.0000034816 0.0001447414 0.0012408406 0.0000614241 0.0000407192 0.0012059384 -0.0000118895 0.0015482156
1413393890.25576 0.068602 0.045531 0.295943 0.812800 0.012300 0.582258 0.013428 0.0009069161 0.0000287855 -0.0002906477 0.0000301824 -0.0000055328 0.0001138184 0.0011543961 0.0000170058 0.0000232325 0.0011056742 -0.0000157469 0.0013055159
1413393890.30576 0.079432 0.056200 0.315434 0.812123 0.009846 0.583311 0.010394 0.0009027611 0.0000261022 -0.0002965828 0.0000308016 -0.0000050887 0.0001180988 0.0011455492 0.0000155290 0.0000334738 0.0011030624 -0.0000146745 0.0013254772
1413393890.35576 0.091596 0.069427 0.336690 0.812624 0.007694 0.582698 0.006813 0.0009032719 0.0000210697 -0.0002962908 0.0000290586 -0.0000029786 0.0001172268 0.0011358607 0.0000133405 0.0000399200 0.0011021269 -0.0000131520 0.0013201323
1413393890.40576 0.107157 0.077102 0.353627 0.812091 0.005885 0.583482 0.004699 0.0009025791 0.0000134366 -0.0002977823 0.0000282188 -0.0000007834 0.0001181000 0.0011328394 0.0000114001 0.0000492664 0.0011029880 -0.0000092689 0.0013306234
1413393890.45576 0.120710 0.090087 0.349820 0.808661 0.003552 0.588260 0.002089 0.0009066823 0.0000086460 -0.0002922772 0.0000244692 0.0000003961 0.0001124408 0.0011299079 0.0000098295 0.0000560076 0.0011039355 -0.0000047925 0.0013167440
1413393890.50576 0.130898 0.103983 0.347938 -0.803384 -0.001722 -0.595459 0.000543 0.0009186213 0.0000026161 -0.0002754283 0.0000237392 0.0000025230 0.0001004277 0.0011312692 0.0000081120 0.0000607282 0.0011072877 -0.0000023221 0.0013128035
1413393890.55576 0.142260 0.114294 0.342509 -0.796832 -0.001171 -0.604196 0.002100 0.0009307708 -0.0000030860 -0.0002563061 0.0000181666 0.0000027205 0.0000854440 0.0011259464 0.0000081955 0.0000509853 0.0011031175 0.0000016014 0.0012292581
1413393890.60576 0.147299 0.128422 0.335752 -0.791355 -0.000702 -0.611353 0.002114 0.0009392099 -0.0000011477 -0.0002418926 0.0000157563 0.0000015017 0.0000762068 0.0011221659 0.0000079416 0.0000472224 0.0011031741 0.0000040759 0.0011956810
1413393890.65576 0.158498 0.134656 0.343896 -0.790608 -0.002083 -0.612317 0.001332 0.0009408355 0.0000007004 -0.0002385074 0.0000143721 0.0000007563 0.0000736802 0.0011214186 0.0000069744 0.0000429098 0.0010967815 0.0000061131 0.0011667379
1413393890.70576 0.165355 0.148590 0.345911 -0.793282 -0.002607 -0.608848 0.000159 0.0009360592 0.0000037113 -0.0002470158 0.0000140657 -0.0000001723 0.0000782815 0.0011209648 0.0000056108 0.0000437505 0.0010978728 0.0000050401 0.0011602143
1413393890.75576 0.167018 0.161718 0.340776 0.796675 0.003424 0.604397 0.001169 0.0009298036 0.0000068973 -0.0002576147 0.0000135369 -0.0000012015 0.0000844131 0.0011232706 0.0000043427 0.0000411146 0.0010996378 0.0000048745 0.0011498877
