# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715893.18406 -0.000618 0.002475 -0.000611 0.825346 -0.032048 0.561881 0.045467 0.0014830439 0.0000000002 0.0000000001 0.0014830447 0.0000000004 0.0014830441 0.0074577742 0.0000000076 0.0000029959 0.0074577339 -0.0000044282 0.0015418775
1403715893.23406 -0.000514 0.002690 -0.001026 0.825029 -0.032057 0.562349 0.045423 0.0015550443 0.0000000003 0.0000000002 0.0015550459 0.0000000008 0.0015550446 0.0094993339 0.0000000092 0.0000032694 0.0094992793 -0.0000055648 0.0016326965
1403715893.28406 0.000002 0.003072 -0.001261 0.824908 -0.032017 0.562547 0.045185 0.0016320446 0.0000000005 0.0000000002 0.0016320474 0.0000000012 0.0016320450 0.0120129774 0.0000000099 0.0000020070 0.0120129039 -0.0000074541 0.0017327061
1403715893.33406 0.000498 0.003507 -0.001440 0.824347 -0.032121 0.563377 0.045015 0.0017140441 0.0000000008 0.0000000003 0.0017140485 0.0000000018 0.0017140446 0.0150728652 0.0000000103 0.0000002030 0.0150727699 -0.0000100190 0.0018424871
1403715893.38406 -0.002002 -0.002162 0.001362 0.823532 -0.033070 0.564646 0.043312 0.0013293159 0.0000273767 -0.0002788845 0.0001129838 -0.0000056592 0.0001867422 0.0013808533 -0.0001479532 -0.0000456411 0.0022482457 -0.0000076439 0.0017308423
1403715893.43406 -0.002141 -0.004079 0.002973 0.822925 -0.032765 0.565621 0.042354 0.0009716717 0.0000316506 -0.0003191402 0.0000840130 -0.0000036575 0.0001605135 0.0012111313 -0.0000296790 -0.0000616771 0.0013764874 -0.0000049287 0.0016383191
1403715893.53406 -0.002406 0.001254 0.011424 0.814128 -0.032848 0.578415 0.039408 0.0009678139 0.0000309215 -0.0003009264 0.0000823674 -0.0000008237 0.0001341615 0.0011748963 0.0000003988 -0.0000292771 0.0013626649 0.0000148277 0.0016737565
1403715893.58406 -0.000860 0.010258 0.009218 0.808435 -0.034443 0.586451 0.036358 0.0009490033 0.0000268727 -0.0002931775 0.0000649249 -0.0000032551 0.0001164561 0.0011605076 0.0000107095 -0.0000079450 0.0013040086 0.0000264500 0.0015633463
1403715893.63406 0.000041 0.015433 0.008711 0.803441 -0.035709 0.593328 0.034189 0.0009552619 0.0000217202 -0.0002816588 0.0000624592 -0.0000024133 0.0001056216 0.0011536948 0.0000159263 0.0000111168 0.0013036326 0.0000345961 0.0015372159
1403715893.68406 -0.000157 0.021891 0.014848 0.801312 -0.036255 0.596238 0.032926 0.0009503589 0.0000132395 -0.0002744105 0.0000526914 -0.0000021216 0.0000971265 0.0011411674 0.0000096470 0.0000291297 0.0012658277 0.0000138114 0.0014906183
1403715893.73406 -0.000507 0.023787 0.021955 0.800726 -0.037165 0.597109 0.030284 0.0009395335 0.0000128444 -0.0002693108 0.0000416965 -0.0000020422 0.0000940264 0.0011339516 0.0000138480 0.0000472109 0.0012412616 0.0000303493 0.0014290564
1403715893.78406 -0.001860 0.028008 0.036161 0.801110 -0.035518 0.596629 0.031554 0.0008976946 0.0000114766 -0.0002586921 0.0000206902 -0.0000038376 0.0000874389 0.0011044278 0.0000133525 0.0000288579 0.0011501707 0.0000085153 0.0011773197
1403715893.83406 -0.005226 0.031286 0.042379 0.803628 -0.033119 0.593341 0.032125 0.0008883881 0.0000154507 -0.0002630935 0.0000210081 -0.0000050574 0.0000909230 0.0011020305 0.0000193906 0.0000335053 0.0011537017 0.0000062026 0.0011868543
1403715893.88406 -0.009227 0.030582 0.048877 0.807090 -0.033714 0.588586 0.032193 0.0008743920 0.0000151712 -0.0002707229 0.0000194332 -0.0000050705 0.0000969521 0.0010995849 0.0000247364 0.0000369905 0.0011383070 -0.0000011301 0.0011913683
