# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413393216.55576 -0.009360 -0.006442 0.001285 -0.801495 -0.008505 -0.597855 0.010097 0.0014667756 0.0000000435 0.0000033312 0.0014622780 0.0000000321 0.0014647395 0.0070842323 -0.0000001423 0.0000242930 0.0070898811 0.0000156893 0.0015228856
1413393216.60576 -0.011181 -0.007792 0.000795 -0.801674 -0.007228 -0.597629 0.010345 0.0015375961 0.0000000317 0.0000035747 0.0015327687 0.0000000226 0.0015354071 0.0090326883 -0.0000002127 0.0000335071 0.0090411211 0.0000220871 0.0016115182
1413393216.65576 -0.012751 -0.009055 0.001135 -0.800995 -0.006964 -0.598556 0.009453 0.0016133950 0.0000000316 0.0000038245 0.0016082591 0.0000000214 0.0016110956 0.0114418329 -0.0000002965 0.0000437269 0.0114540124 0.0000295446 0.0017091609
1413393216.70576 -0.014956 -0.010399 0.002348 -0.800301 -0.007371 -0.599515 0.006804 0.0016941930 0.0000000405 0.0000040747 0.0016887494 0.0000000274 0.0016917866 0.0143871019 -0.0000004137 0.0000584248 0.0144042552 0.0000387588 0.0018164144
1413393216.75576 -0.017691 -0.011969 0.003437 -0.799997 -0.007560 -0.599945 0.003662 0.0017800010 0.0000000468 0.0000043228 0.0017742378 0.0000000318 0.0017774668 0.0179419727 -0.0000005750 0.0000783351 0.0179655621 0.0000506733 0.0019338970
1413393216.80576 -0.020693 -0.013400 0.006020 -0.799406 -0.008031 -0.600736 0.000848 0.0018707981 0.0000000574 0.0000045763 0.0018647206 0.0000000397 0.0018681525 0.0222114934 -0.0000007725 0.0001033393 0.0222433289 0.0000639075 0.0020622410
1413393216.85576 -0.024115 -0.014622 0.009919 0.798592 0.008247 0.601815 0.001404 0.0019665852 0.0000000621 0.0000048350 0.0019601980 0.0000000436 0.0019638423 0.0272958238 -0.0000010105 0.0001352556 0.0273380767 0.0000779111 0.0022021415
1413393216.90576 -0.028185 -0.015640 0.015092 0.797172 0.008341 0.603683 0.003635 0.0020673456 0.0000000629 0.0000051037 0.0020606667 0.0000000449 0.0020645485 0.0333058353 -0.0000012974 0.0001770347 0.0333610995 0.0000923963 0.0023543473
1413393216.95576 -0.032805 -0.016345 0.020849 0.796927 0.009435 0.603964 0.006791 0.0021731354 0.0000000759 0.0000053679 0.0021661233 0.0000000548 0.0021702065 0.0403520668 -0.0000016253 0.0002299265 0.0404233476 0.0001061305 0.0025196269
1413393217.00576 -0.038064 -0.016722 0.028185 0.797205 0.009657 0.603566 0.008930 0.0022839343 0.0000000714 0.0000056360 0.0022765625 0.0000000500 0.0022808361 0.0485809939 -0.0000019915 0.0002968264 0.0486718582 0.0001182329 0.0026988111
1413393217.05576 -0.044267 -0.016332 0.037327 0.798552 0.009701 0.601768 0.009842 0.0023997741 0.0000000697 0.0000058973 0.0023919915 0.0000000475 0.0023964220 0.0581431023 -0.0000023527 0.0003833548 0.0582577736 0.0001234028 0.0028927963
1413393217.10576 -0.025268 0.001422 0.048120 0.801406 0.007886 0.597966 0.011031 0.0014215670 0.0000642145 -0.0003701660 0.0002090056 0.0000774486 0.0002231153 0.0023005307 0.0000915682 -0.0005223215 0.0015742701 -0.0001021757 0.0021017398
