# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715278.16214 0.014407 0.000583 0.011370 0.830021 -0.009207 0.557472 0.014325 0.0014970450 -0.0000000000 0.0000000000 0.0014970451 -0.0000000000 0.0014970451 0.0078734635 -0.0000000214 -0.0000370357 0.0078736666 -0.0000036972 0.0015595481
1403715278.21214 0.016408 0.000835 0.012903 0.829957 -0.009093 0.557569 0.014333 0.0015700464 -0.0000000000 0.0000000000 0.0015700465 0.0000000000 0.0015700464 0.0100202210 -0.0000000301 -0.0000487881 0.0100204818 -0.0000052300 0.0016522282
1403715278.26214 0.018036 0.001096 0.014425 0.829723 -0.008957 0.557906 0.014865 0.0016480477 -0.0000000000 0.0000000000 0.0016480478 0.0000000000 0.0016480478 0.0126555713 -0.0000000389 -0.0000612225 0.0126558729 -0.0000071451 0.0017542045
1403715278.31214 0.019741 0.001363 0.016682 0.829462 -0.009691 0.558272 0.015204 0.0017310494 -0.0000000000 -0.0000000000 0.0017310495 0.0000000000 0.0017310495 0.0158617333 -0.0000000487 -0.0000759310 0.0158620780 -0.0000094259 0.0018660817
1403715278.36214 0.021594 0.001485 0.019598 0.828996 -0.010293 0.558927 0.016142 0.0018190505 -0.0000000003 0.0000000000 0.0018190506 0.0000000000 0.0018190503 0.0197245652 -0.0000000558 -0.0000936410 0.0197249550 -0.0000115052 0.0019884889
1403715278.41214 0.024018 0.001690 0.022754 0.828783 -0.010463 0.559212 0.017065 0.0019120512 -0.0000000011 0.0000000004 0.0019120506 -0.0000000002 0.0019120500 0.0243339051 -0.0000000660 -0.0001169352 0.0243343631 -0.0000140730 0.0021221149
1403715278.46214 0.027653 0.002200 0.026047 0.827918 -0.011525 0.560479 0.016796 0.0020100518 -0.0000000021 0.0000000004 0.0020100504 -0.0000000002 0.0020100490 0.0297892924 -0.0000000937 -0.0001514929 0.0297898979 -0.0000191269 0.0022677205
1403715278.51214 0.032712 0.003081 0.029878 0.826635 -0.012478 0.562345 0.016918 0.0021130489 -0.0000000050 -0.0000000002 0.0021130494 0.0000000006 0.0021130442 0.0362072494 -0.0000001497 -0.0002021163 0.0362081365 -0.0000276627 0.0024261093
1403715278.56214 0.039236 0.004552 0.035555 0.823723 -0.013686 0.566587 0.016510 0.0022210375 -0.0000000108 -0.0000000016 0.0022210476 0.0000000038 0.0022210308 0.0437313239 -0.0000002636 -0.0002735292 0.0437326926 -0.0000427443 0.0025981506
1403715278.61214 0.047114 0.006456 0.043364 0.820863 -0.014859 0.570710 0.015924 0.0023340025 -0.0000000210 -0.0000000040 0.0023340436 0.0000000122 0.0023339948 0.0525066267 -0.0000004541 -0.0003692337 0.0525087412 -0.0000644922 0.0027847511
1403715278.66214 0.056436 0.008920 0.053639 0.819573 -0.014416 0.572541 0.017020 0.0024519391 -0.0000000357 -0.0000000073 0.0024520379 0.0000000262 0.0024519308 0.0626965553 -0.0000007723 -0.0004957176 0.0626997963 -0.0000960664 0.0029869286
1403715278.71214 0.034053 0.008698 0.029123 0.819757 -0.018613 0.572207 0.015184 0.0009248318 0.0000171276 -0.0003171428 0.0000936869 0.0000039996 0.0001336452 0.0014434012 0.0000211465 0.0003865912 0.0014232014 0.0001368029 0.0017301454
1403715278.76214 0.048095 0.016428 0.049817 0.817978 -0.020243 0.574709 0.014523 0.0009164774 0.0000249135 -0.0003061018 0.0000761267 -0.0000034208 0.0001264085 0.0014116935 0.0000313719 0.0003352617 0.0014216664 0.0001360787 0.0016213102
1403715278.81214 0.060076 0.019517 0.067044 0.816385 -0.020808 0.576973 0.013570 0.0009229620 0.0000245713 -0.0003015565 0.0000818945 -0.0000028611 0.0001237799 0.0014784890 0.0000423835 0.0004052006 0.0014573733 0.0001526143 0.0016783351
1403715278.86214 0.069192 0.020747 0.081576 0.813950 -0.021305 0.580423 0.011846 0.0009272943 0.0000186547 -0.0002963460 0.0000710866 0.0000005131 0.0001155067 0.0014769559 0.0000676996 0.0003827283 0.0014397580 0.0001637925 0.0016067115
1403715278.91214 0.079237 0.023343 0.099605 0.813361 -0.021412 0.581251 0.011514 0.0009309257 0.0000190980 -0.0002957141 0.0000720507 -0.0000002758 0.0001153047 0.0015364613 0.0000844373 0.0004313835 0.0014729512 0.0001805425 0.0016312573
1403715278.96214 0.084433 0.020699 0.111406 0.812138 -0.020996 0.582987 0.010823 0.0009298422 0.0000175622 -0.0002959730 0.0000609733 0.0000000788 0.0001136024 0.0015436406 0.0000994781 0.0004110365 0.0014633099 0.0001865584 0.0015703396
1403715279.01214 0.088874 0.019953 0.120660 0.811301 -0.020156 0.584172 0.011263 0.0009265334 0.0000148414 -0.0002971554 0.0000538751 -0.0000013391 0.0001124065 0.0015574882 0.0000848838 0.0004009451 0.0014242176 0.0001525203 0.0015286655
1403715279.06214 0.091331 0.017698 0.124468 0.810762 -0.020174 0.584926 0.010958 0.0009091578 0.0000069993 -0.0002891017 0.0000351230 -0.0000002619 0.0001061618 0.0014385657 0.0000699043 0.0002823555 0.0013990921 0.0001234425 0.0014013426
1403715279.11214 0.096213 0.014933 0.121154 0.810046 -0.019538 0.585941 0.010818 0.0008894144 -0.0000009358 -0.0002817129 0.0000234531 0.0000007797 0.0001024310 0.0013709691 0.0000228307 0.0002050640 0.0013184006 0.0000607430 0.0012904398
1403715279.16214 0.104776 0.016735 0.122539 0.810551 -0.018772 0.585256 0.011397 0.0008792629 -0.0000019547 -0.0002786139 0.0000197337 0.0000004563 0.0001014583 0.0013312952 0.0000070524 0.0001742365 0.0013154308 0.0000468851 0.0012654372
1403715279.21214 0.109401 0.019223 0.118131 0.811115 -0.018677 0.584456 0.012480 0.0008731982 -0.0000026976 -0.0002779846 0.0000186086 0.0000009827 0.0001018969 0.0013219966 -0.0000081258 0.0001639916 0.0012987910 0.0000321434 0.0012545855
1403715279.26214 0.114179 0.019694 0.113344 0.811442 -0.018394 0.584005 0.012707 0.0008709443 -0.0000028246 -0.0002780504 0.0000179946 0.0000009939 0.0001023928 0.0013104499 -0.0000142133 0.0001545932 0.0012978287 0.0000282223 0.0012458988
1403715279.31214 0.112664 0.021465 0.099965 0.811541 -0.020692 0.583751 0.014423 0.0008209384 -0.0000019715 -0.0002680226 0.0000123599 0.0000005349 0.0000993657 0.0011663961 -0.0000123056 0.0000552400 0.0011055115 0.0000123438 0.0011408295
1403715279.36214 0.116111 0.022514 0.096037 0.812333 -0.021360 0.582636 0.013902 0.0008189219 -0.0000032917 -0.0002700615 0.0000125371 0.0000009716 0.0001009985 0.0011649054 -0.0000123400 0.0000562459 0.0011065927 0.0000120357 0.0011406433
1403715279.41214 0.120346 0.022576 0.093969 0.812536 -0.021888 0.582358 0.012859 0.0008183837 -0.0000050958 -0.0002705128 0.0000127996 0.0000015684 0.0001014324 0.0011656536 -0.0000121997 0.0000586952 0.0011091506 0.0000120430 0.0011417326
1403715279.46214 0.123774 0.022887 0.092693 0.813309 -0.022175 0.581277 0.012436 0.0008164210 -0.0000059171 -0.0002721419 0.0000129849 0.0000018601 0.0001028273 0.0011645682 -0.0000110752 0.0000596920 0.0011114113 0.0000125603 0.0011410827
1403715279.51214 0.127189 0.022707 0.093139 0.813558 -0.022343 0.580932 0.011940 0.0008162268 -0.0000066878 -0.0002726826 0.0000132798 0.0000021167 0.0001033058 0.0011660253 -0.0000107201 0.0000628603 0.0011146520 0.0000124143 0.0011419324
1403715279.56214 0.130475 0.022427 0.094848 0.813551 -0.021855 0.580948 0.012477 0.0008163993 -0.0000055190 -0.0002727916 0.0000135627 0.0000017125 0.0001034568 0.0011678594 -0.0000102683 0.0000663614 0.0011180554 0.0000121968 0.0011426330
1403715279.61214 0.133330 0.021960 0.097577 0.813969 -0.021945 0.580357 0.012596 0.0008159532 -0.0000054877 -0.0002736863 0.0000138808 0.0000017016 0.0001042188 0.0011701870 -0.0000096994 0.0000702296 0.0011215975 0.0000119071 0.0011432101
1403715279.66214 0.135769 0.021161 0.101171 0.814250 -0.021798 0.579970 0.012528 0.0008155936 -0.0000054274 -0.0002744702 0.0000142162 0.0000016778 0.0001049046 0.0011731395 -0.0000089993 0.0000744974 0.0011253116 0.0000115441 0.0011436878
1403715279.71214 0.138168 0.020097 0.105606 0.814144 -0.021929 0.580115 0.012453 0.0008160438 -0.0000056601 -0.0002742028 0.0000145735 0.0000017462 0.0001047863 0.0011768894 -0.0000081878 0.0000792016 0.0011293732 0.0000111029 0.0011440862
1403715279.76214 0.140295 0.018887 0.110954 0.814255 -0.022019 0.579960 0.012271 0.0008161826 -0.0000059748 -0.0002743421 0.0000149499 0.0000018449 0.0001049882 0.0011816334 -0.0000073017 0.0000843792 0.0011338050 0.0000105817 0.0011444372
1403715279.81214 0.141905 0.017312 0.116936 0.814458 -0.022474 0.579664 0.011962 0.0008159168 -0.0000067273 -0.0002749988 0.0000153517 0.0000021007 0.0001055969 0.0011875531 -0.0000062891 0.0000900675 0.0011385645 0.0000099840 0.0011447780
1403715279.86214 0.143000 0.015396 0.123612 0.814740 -0.022458 0.579270 0.011825 0.0008157237 -0.0000069611 -0.0002755760 0.0000157633 0.0000021765 0.0001061508 0.0011948904 -0.0000051612 0.0000963102 0.0011437035 0.0000093090 0.0011451450
1403715279.91214 0.150235 0.027336 0.136733 0.815858 -0.023787 0.577593 0.014014 0.0008124780 -0.0000080062 -0.0002770193 0.0000152872 0.0000020231 0.0001071695 0.0011965445 -0.0000138248 0.0000962299 0.0011286273 -0.0000007284 0.0011387928
1403715279.96214 0.151850 0.025973 0.144240 0.817367 -0.023679 0.575451 0.014357 0.0008099915 -0.0000073095 -0.0002804865 0.0000156513 0.0000017733 0.0001099940 0.0012054844 -0.0000145970 0.0001025448 0.0011321977 -0.0000022643 0.0011388923
1403715280.01214 0.153405 0.024485 0.151277 0.820737 -0.024024 0.570624 0.014249 0.0008036228 -0.0000075097 -0.0002885544 0.0000160511 0.0000018899 0.0001166932 0.0012163262 -0.0000156740 0.0001094388 0.0011362072 -0.0000039419 0.0011390864
1403715280.06214 0.149640 0.025736 0.150673 0.824464 -0.026172 0.565076 0.016208 0.0007872958 -0.0000047331 -0.0002975421 0.0000153498 0.0000013619 0.0001255550 0.0012190547 -0.0000138661 0.0001056193 0.0011385286 -0.0000013489 0.0011255423
1403715280.11214 0.149369 0.026150 0.155155 0.828170 -0.024868 0.559592 0.019301 0.0007765779 0.0000022312 -0.0003057568 0.0000143797 -0.0000012045 0.0001335336 0.0012121156 -0.0000142317 0.0000968906 0.0011399658 -0.0000008846 0.0011126311
1403715280.16214 0.151787 0.025493 0.162871 0.830422 -0.022853 0.556249 0.021542 0.0007700408 0.0000081441 -0.0003102180 0.0000140340 -0.0000036519 0.0001381554 0.0012091492 -0.0000165741 0.0000940114 0.0011395816 -0.0000024590 0.0011075602
1403715280.21214 0.153636 0.025443 0.170261 0.831200 -0.019863 0.555020 0.025792 0.0007642055 0.0000177629 -0.0003107981 0.0000136991 -0.0000074496 0.0001395351 0.0012011830 -0.0000140915 0.0000860829 0.0011403277 -0.0000002799 0.0010980757
1403715280.26214 0.159111 0.026435 0.180703 0.830983 -0.016695 0.555261 0.029566 0.0007112523 0.0000249208 -0.0002895878 0.0000136474 -0.0000103054 0.0001309270 0.0011940404 -0.0000126549 0.0000794670 0.0011411279 0.0000003207 0.0010907292
1403715280.31214 0.166480 0.029018 0.192456 0.830193 -0.013092 0.556418 0.031724 0.0006065630 0.0000266693 -0.0002438102 0.0000135866 -0.0000109187 0.0001109179 0.0011867726 -0.0000149468 0.0000742927 0.0011317122 -0.0000020436 0.0010847810
1403715280.36214 0.174746 0.031708 0.203437 0.828908 -0.010028 0.558305 0.033278 0.0005288362 0.0000271070 -0.0002093206 0.0000136002 -0.0000109757 0.0000956664 0.0011830331 -0.0000163439 0.0000716943 0.0011268206 -0.0000033168 0.0010810216
1403715280.41214 0.185202 0.033870 0.214406 0.827512 -0.011663 0.560069 0.037573 0.0003312619 0.0000181704 -0.0001303617 0.0000128626 -0.0000074444 0.0000639870 0.0011760914 -0.0000151012 0.0000693540 0.0011162772 -0.0000022289 0.0010788214
1403715280.46214 0.195968 0.035666 0.222048 0.826931 -0.013435 0.560950 0.036603 0.0001718161 0.0000093233 -0.0000679776 0.0000120102 -0.0000039465 0.0000394725 0.0011707142 -0.0000127525 0.0000696161 0.0011060496 -0.0000017239 0.0010778778
1403715280.51214 0.204831 0.034556 0.230083 0.825823 -0.021877 0.562295 0.036903 0.0000476402 0.0000011029 -0.0000182736 0.0000104023 -0.0000005149 0.0000191067 0.0011474916 -0.0000057545 0.0000648110 0.0010714857 0.0000021262 0.0010715557
